# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   13.72372372    0.06947651
   13.77377377    0.07064313
   13.82382382    0.07189961
   13.87387387    0.07322286
   13.92392392    0.07458452
   13.97397397    0.07595121
   14.02402402    0.07728516
   14.07407407    0.07854561
   14.12412412    0.07969062
   14.17417417    0.08067941
   14.22422422    0.08147486
   14.27427427    0.08204602
   14.32432432    0.08237016
   14.37437437    0.08243438
   14.42442442    0.08223643
   14.47447447    0.08178481
   14.52452452    0.08109818
   14.57457457    0.08020400
   14.62462462    0.07913678
   14.67467467    0.07793580
   14.72472472    0.07664280
   14.77477477    0.07529965
   14.82482482    0.07394633
   14.87487487    0.07261929
   14.92492492    0.07135029
   14.97497497    0.07016571
   15.02502503    0.06908627
   15.07507508    0.06812707
   15.12512513    0.06729785
   15.17517518    0.06660338
   15.22522523    0.06604391
   15.27527528    0.06561567
   15.32532533    0.06531146
   15.37537538    0.06512122
   15.42542543    0.06503280
   15.47547548    0.06503269
   15.52552553    0.06510692
   15.57557558    0.06524188
   15.62562563    0.06542510
   15.67567568    0.06564574
   15.72572573    0.06589489
   15.77577578    0.06616559
   15.82582583    0.06645262
   15.87587588    0.06675223
   15.92592593    0.06706196
   15.97597598    0.06738059
   16.02602603    0.06770827
   16.07607608    0.06804672
   16.12612613    0.06839938
   16.17617618    0.06877135
   16.22622623    0.06916899
   16.27627628    0.06959923
   16.32632633    0.07006857
   16.37637638    0.07058206
   16.42642643    0.07114229
   16.47647648    0.07174875
   16.52652653    0.07239747
   16.57657658    0.07308118
   16.62662663    0.07378979
   16.67667668    0.07451124
   16.72672673    0.07523244
   16.77677678    0.07594023
   16.82682683    0.07662228
   16.87687688    0.07726771
   16.92692693    0.07786764
   16.97697698    0.07841558
   17.02702703    0.07890767
   17.07707708    0.07934293
   17.12712713    0.07972344
   17.17717718    0.08005444
   17.22722723    0.08034439
   17.27727728    0.08060486
   17.32732733    0.08085035
