# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
    4.53453453    0.04923645
    4.57457457    0.05091893
    4.61461461    0.05263480
    4.65465465    0.05437908
    4.69469469    0.05614587
    4.73473473    0.05792824
    4.77477477    0.05971809
    4.81481481    0.06150619
    4.85485485    0.06328226
    4.89489489    0.06503527
    4.93493493    0.06675381
    4.97497497    0.06842676
    5.01501502    0.07004396
    5.05505506    0.07159703
    5.09509510    0.07308005
    5.13513514    0.07449027
    5.17517518    0.07582843
    5.21521522    0.07709897
    5.25525526    0.07830978
    5.29529530    0.07947182
    5.33533534    0.08059843
    5.37537538    0.08170454
    5.41541542    0.08280581
    5.45545546    0.08391790
    5.49549550    0.08505581
    5.53553554    0.08623337
    5.57557558    0.08746296
    5.61561562    0.08875530
    5.65565566    0.09011945
    5.69569570    0.09156281
    5.73573574    0.09309123
    5.77577578    0.09470902
    5.81581582    0.09641907
    5.85585586    0.09822281
    5.89589590    0.10012027
    5.93593594    0.10210997
    5.97597598    0.10418887
    6.01601602    0.10635218
    6.05605606    0.10859319
    6.09609610    0.11090298
    6.13613614    0.11327018
    6.17617618    0.11568064
    6.21621622    0.11811728
    6.25625626    0.12056003
    6.29629630    0.12298606
    6.33633634    0.12537028
    6.37637638    0.12768626
    6.41641642    0.12990751
    6.45645646    0.13200906
    6.49649650    0.13396920
    6.53653654    0.13577129
    6.57657658    0.13740537
    6.61661662    0.13886936
    6.65665666    0.14016980
    6.69669670    0.14132188
    6.73673674    0.14234891
    6.77677678    0.14328115
    6.81681682    0.14415422
    6.85685686    0.14500723
    6.89689690    0.14588080
    6.93693694    0.14681507
    6.97697698    0.14784795
    7.01701702    0.14901348
    7.05705706    0.15034058
    7.09709710    0.15185194
    7.13713714    0.15356319
    7.17717718    0.15548235
    7.21721722    0.15760935
    7.25725726    0.15993578
    7.29729730    0.16244484
    7.33733734    0.16511144
    7.37737738    0.16790260
    7.41741742    0.17077805
    7.45745746    0.17369127
    7.49749750    0.17659083
    7.53753754    0.17942213
    7.57757758    0.18212947
    7.61761762    0.18465840
    7.65765766    0.18695818
    7.69769770    0.18898424
    7.73773774    0.19070033
    7.77777778    0.19208031
    7.81781782    0.19310927
    7.85785786    0.19378400
    7.89789790    0.19411271
    7.93793794    0.19411401
    7.97797798    0.19381540
    8.01801802    0.19325128
    8.05805806    0.19246079
    8.09809810    0.19148553
    8.13813814    0.19036735
    8.17817818    0.18914635
    8.21821822    0.18785913
    8.25825826    0.18653738
    8.29829830    0.18520692
    8.33833834    0.18388709
    8.37837838    0.18259067
    8.41841842    0.18132410
    8.45845846    0.18008817
    8.49849850    0.17887891
    8.53853854    0.17768858
    8.57857858    0.17650679
    8.61861862    0.17532133
    8.65865866    0.17411902
    8.69869870    0.17288609
    8.73873874    0.17160852
    8.77877878    0.17027209
    8.81881882    0.16886248
    8.85885886    0.16736531
    8.89889890    0.16576648
    8.93893894    0.16405261
    8.97897898    0.16221181
    9.01901902    0.16023459
    9.05905906    0.15811479
    9.09909910    0.15585054
    9.13913914    0.15344484
    9.17917918    0.15090593
    9.21921922    0.14824716
    9.25925926    0.14548643
    9.29929930    0.14264537
    9.33933934    0.13974817
    9.37937938    0.13682038
    9.41941942    0.13388763
    9.45945946    0.13097461
    9.49949950    0.12810415
    9.53953954    0.12529650
    9.57957958    0.12256902
    9.61961962    0.11993590
    9.65965966    0.11740823
    9.69969970    0.11499413
    9.73973974    0.11269910
    9.77977978    0.11052634
    9.81981982    0.10847722
    9.85985986    0.10655166
    9.89989990    0.10474855
    9.93993994    0.10306609
    9.97997998    0.10150208
   10.02002002    0.10005412
   10.06006006    0.09871974
   10.10010010    0.09749653
   10.14014014    0.09638213
   10.18018018    0.09537423
   10.22022022    0.09447061
   10.26026026    0.09366909
   10.30030030    0.09296747
   10.34034034    0.09236358
   10.38038038    0.09185514
   10.42042042    0.09143976
   10.46046046    0.09111480
   10.50050050    0.09087731
   10.54054054    0.09072397
   10.58058058    0.09065100
   10.62062062    0.09065423
   10.66066066    0.09072917
   10.70070070    0.09087122
   10.74074074    0.09107595
   10.78078078    0.09133937
   10.82082082    0.09165831
   10.86086086    0.09203067
   10.90090090    0.09245559
   10.94094094    0.09293352
   10.98098098    0.09346608
   11.02102102    0.09405573
   11.06106106    0.09470533
   11.10110110    0.09541752
   11.14114114    0.09619408
   11.18118118    0.09703524
   11.22122122    0.09793903
   11.26126126    0.09890070
   11.30130130    0.09991237
   11.34134134    0.10096270
   11.38138138    0.10203694
   11.42142142    0.10311709
   11.46146146    0.10418237
   11.50150150    0.10521001
   11.54154154    0.10617613
   11.58158158    0.10705699
   11.62162162    0.10783021
   11.66166166    0.10847604
   11.70170170    0.10897852
   11.74174174    0.10932635
   11.78178178    0.10951351
   11.82182182    0.10953938
   11.86186186    0.10940855
   11.90190190    0.10913026
   11.94194194    0.10871761
   11.98198198    0.10818656
   12.02202202    0.10755496
   12.06206206    0.10684163
   12.10210210    0.10606548
   12.14214214    0.10524490
   12.18218218    0.10439722
   12.22222222    0.10353835
   12.26226226    0.10268260
   12.30230230    0.10184250
   12.34234234    0.10102875
   12.38238238    0.10025017
   12.42242242    0.09951368
   12.46246246    0.09882421
   12.50250250    0.09818467
   12.54254254    0.09759587
   12.58258258    0.09705646
   12.62262262    0.09656290
   12.66266266    0.09610954
   12.70270270    0.09568871
   12.74274274    0.09529103
   12.78278278    0.09490580
   12.82282282    0.09452156
   12.86286286    0.09412669
   12.90290290    0.09371018
   12.94294294    0.09326234
   12.98298298    0.09277548
   13.02302302    0.09224444
   13.06306306    0.09166698
   13.10310310    0.09104397
   13.14314314    0.09037930
   13.18318318    0.08967967
   13.22322322    0.08895425
   13.26326326    0.08821414
   13.30330330    0.08747192
   13.34334334    0.08674108
   13.38338338    0.08603561
   13.42342342    0.08536956
   13.46346346    0.08475669
   13.50350350    0.08421021
   13.54354354    0.08374259
   13.58358358    0.08336536
   13.62362362    0.08308905
   13.66366366    0.08292305
   13.70370370    0.08287561
   13.74374374    0.08295375
   13.78378378    0.08316318
   13.82382382    0.08350824
   13.86386386    0.08399175
   13.90390390    0.08461490
   13.94394394    0.08537697
   13.98398398    0.08627516
   14.02402402    0.08730427
   14.06406406    0.08845647
   14.10410410    0.08972096
   14.14414414    0.09108376
   14.18418418    0.09252750
   14.22422422    0.09403131
   14.26426426    0.09557080
   14.30430430    0.09711825
   14.34434434    0.09864295
   14.38438438    0.10011173
   14.42442442    0.10148982
   14.46446446    0.10274186
   14.50450450    0.10383317
   14.54454454    0.10473116
   14.58458458    0.10540684
   14.62462462    0.10583618
   14.66466466    0.10600142
   14.70470470    0.10589185
   14.74474474    0.10550438
   14.78478478    0.10484339
   14.82482482    0.10392026
   14.86486486    0.10275238
   14.90490490    0.10136189
   14.94494494    0.09977419
   14.98498498    0.09801650
   15.02502503    0.09611645
   15.06506507    0.09410084
   15.10510511    0.09199472
   15.14514515    0.08982069
   15.18518519    0.08759849
   15.22522523    0.08534485
   15.26526527    0.08307361
   15.30530531    0.08079594
   15.34534535    0.07852077
   15.38538539    0.07625527
   15.42542543    0.07400534
   15.46546547    0.07177612
   15.50550551    0.06957235
   15.54554555    0.06739871
   15.58558559    0.06525998
   15.62562563    0.06316108
   15.66566567    0.06110705
   15.70570571    0.05910294
   15.74574575    0.05715358
   15.78578579    0.05526347
   15.82582583    0.05343660
   15.86586587    0.05167628
   15.90590591    0.04998513
   15.94594595    0.04836498
   15.98598599    0.04681692
   16.02602603    0.04534132
   16.06606607    0.04393791
   16.10610611    0.04260584
   16.14614615    0.04134381
   16.18618619    0.04015013
   16.22622623    0.03902281
   16.26626627    0.03795968
   16.30630631    0.03695839
   16.34634635    0.03601654
   16.38638639    0.03513171
   16.42642643    0.03430147
   16.46646647    0.03352346
   16.50650651    0.03279540
   16.54654655    0.03211507
   16.58658659    0.03148041
   16.62662663    0.03088943
   16.66666667    0.03034032
   16.70670671    0.02983134
   16.74674675    0.02936094
   16.78678679    0.02892765
   16.82682683    0.02853016
   16.86686687    0.02816729
   16.90690691    0.02783796
   16.94694695    0.02754122
   16.98698699    0.02727626
   17.02702703    0.02704236
   17.06706707    0.02683890
   17.10710711    0.02666537
   17.14714715    0.02652138
   17.18718719    0.02640660
   17.22722723    0.02632080
   17.26726727    0.02626381
   17.30730731    0.02623554
   17.34734735    0.02623594
   17.38738739    0.02626500
   17.42742743    0.02632274
   17.46746747    0.02640915
   17.50750751    0.02652423
   17.54754755    0.02666789
   17.58758759    0.02683996
   17.62762763    0.02704013
   17.66766767    0.02726792
   17.70770771    0.02752259
   17.74774775    0.02780314
   17.78778779    0.02810820
   17.82782783    0.02843603
   17.86786787    0.02878443
   17.90790791    0.02915073
   17.94794795    0.02953180
   17.98798799    0.02992406
   18.02802803    0.03032351
   18.06806807    0.03072592
   18.10810811    0.03112692
   18.14814815    0.03152225
   18.18818819    0.03190796
   18.22822823    0.03228072
   18.26826827    0.03263806
   18.30830831    0.03297858
   18.34834835    0.03330213
   18.38838839    0.03360995
   18.42842843    0.03390457
   18.46846847    0.03418984
   18.50850851    0.03447068
   18.54854855    0.03475290
   18.58858859    0.03504293
   18.62862863    0.03534758
   18.66866867    0.03567379
   18.70870871    0.03602843
   18.74874875    0.03641813
   18.78878879    0.03684920
   18.82882883    0.03732751
   18.86886887    0.03785846
   18.90890891    0.03844699
   18.94894895    0.03909754
   18.98898899    0.03981407
   19.02902903    0.04060004
   19.06906907    0.04145840
   19.10910911    0.04239156
   19.14914915    0.04340131
   19.18918919    0.04448875
   19.22922923    0.04565419
   19.26926927    0.04689701
   19.30930931    0.04821551
   19.34934935    0.04960678
   19.38938939    0.05106650
   19.42942943    0.05258885
   19.46946947    0.05416639
   19.50950951    0.05579000
   19.54954955    0.05744898
   19.58958959    0.05913116
   19.62962963    0.06082318
   19.66966967    0.06251084
   19.70970971    0.06417960
   19.74974975    0.06581513
   19.78978979    0.06740381
   19.82982983    0.06893323
   19.86986987    0.07039263
   19.90990991    0.07177306
   19.94994995    0.07306748
   19.98998999    0.07427066
   20.03003003    0.07537899
   20.07007007    0.07639020
   20.11011011    0.07730316
   20.15015015    0.07811774
   20.19019019    0.07883480
   20.23023023    0.07945627
   20.27027027    0.07998531
   20.31031031    0.08042646
   20.35035035    0.08078573
   20.39039039    0.08107060
   20.43043043    0.08128976
   20.47047047    0.08145280
   20.51051051    0.08156970
   20.55055055    0.08165030
   20.59059059    0.08170379
   20.63063063    0.08173826
   20.67067067    0.08176041
   20.71071071    0.08177548
   20.75075075    0.08178727
   20.79079079    0.08179834
   20.83083083    0.08181034
   20.87087087    0.08182431
   20.91091091    0.08184096
   20.95095095    0.08186086
   20.99099099    0.08188456
   21.03103103    0.08191244
   21.07107107    0.08194462
   21.11111111    0.08198068
   21.15115115    0.08201933
   21.19119119    0.08205819
   21.23123123    0.08209353
   21.27127127    0.08212023
   21.31131131    0.08213174
   21.35135135    0.08212032
   21.39139139    0.08207728
   21.43143143    0.08199346
   21.47147147    0.08185972
   21.51151151    0.08166747
   21.55155155    0.08140924
   21.59159159    0.08107914
   21.63163163    0.08067326
   21.67167167    0.08018994
   21.71171171    0.07962991
   21.75175175    0.07899631
   21.79179179    0.07829459
   21.83183183    0.07753226
   21.87187187    0.07671871
   21.91191191    0.07586475
   21.95195195    0.07498234
   21.99199199    0.07408416
   22.03203203    0.07318321
   22.07207207    0.07229240
   22.11211211    0.07142424
   22.15215215    0.07059046
   22.19219219    0.06980178
   22.23223223    0.06906766
   22.27227227    0.06839615
   22.31231231    0.06779384
   22.35235235    0.06726570
   22.39239239    0.06681516
   22.43243243    0.06644407
   22.47247247    0.06615276
   22.51251251    0.06594011
   22.55255255    0.06580359
   22.59259259    0.06573943
   22.63263263    0.06574271
   22.67267267    0.06580757
   22.71271271    0.06592739
   22.75275275    0.06609502
   22.79279279    0.06630308
   22.83283283    0.06654418
   22.87287287    0.06681113
   22.91291291    0.06709722
   22.95295295    0.06739624
   22.99299299    0.06770258
   23.03303303    0.06801112
   23.07307307    0.06831712
   23.11311311    0.06861591
   23.15315315    0.06890271
   23.19319319    0.06917228
   23.23323323    0.06941879
   23.27327327    0.06963566
   23.31331331    0.06981566
   23.35335335    0.06995109
   23.39339339    0.07003413
   23.43343343    0.07005739
   23.47347347    0.07001444
   23.51351351    0.06990042
   23.55355355    0.06971249
   23.59359359    0.06945025
   23.63363363    0.06911585
   23.67367367    0.06871391
   23.71371371    0.06825125
   23.75375375    0.06773639
   23.79379379    0.06717894
   23.83383383    0.06658893
   23.87387387    0.06597613
   23.91391391    0.06534956
   23.95395395    0.06471699
   23.99399399    0.06408466
   24.03403403    0.06345722
   24.07407407    0.06283776
   24.11411411    0.06222799
   24.15415415    0.06162849
   24.19419419    0.06103908
   24.23423423    0.06045907
   24.27427427    0.05988750
   24.31431431    0.05932335
   24.35435435    0.05876553
   24.39439439    0.05821283
   24.43443443    0.05766379
   24.47447447    0.05711649
   24.51451451    0.05656834
   24.55455455    0.05601590
   24.59459459    0.05545481
   24.63463463    0.05487982
   24.67467467    0.05428493
   24.71471471    0.05366366
   24.75475475    0.05300945
   24.79479479    0.05231612
   24.83483483    0.05157832
   24.87487487    0.05079205
   24.91491491    0.04995498
   24.95495495    0.04906676
   24.99499499    0.04812910
   25.03503504    0.04714575
   25.07507508    0.04612228
   25.11511512    0.04506582
   25.15515516    0.04398457
   25.19519520    0.04288744
   25.23523524    0.04178358
   25.27527528    0.04068200
   25.31531532    0.03959121
   25.35535536    0.03851903
   25.39539540    0.03747232
   25.43543544    0.03645700
   25.47547548    0.03547794
   25.51551552    0.03453900
   25.55555556    0.03364312
   25.59559560    0.03279237
   25.63563564    0.03198807
   25.67567568    0.03123086
   25.71571572    0.03052086
   25.75575576    0.02985771
   25.79579580    0.02924066
   25.83583584    0.02866868
   25.87587588    0.02814051
   25.91591592    0.02765468
   25.95595596    0.02720961
   25.99599600    0.02680363
   26.03603604    0.02643500
   26.07607608    0.02610193
   26.11611612    0.02580261
   26.15615616    0.02553521
   26.19619620    0.02529790
   26.23623624    0.02508880
   26.27627628    0.02490599
   26.31631632    0.02474749
   26.35635636    0.02461122
   26.39639640    0.02449497
   26.43643644    0.02439637
   26.47647648    0.02431285
   26.51651652    0.02424164
   26.55655656    0.02417976
   26.59659660    0.02412403
   26.63663664    0.02407112
   26.67667668    0.02401761
   26.71671672    0.02396006
   26.75675676    0.02389517
   26.79679680    0.02381982
   26.83683684    0.02373125
   26.87687688    0.02362714
   26.91691692    0.02350570
   26.95695696    0.02336571
   26.99699700    0.02320656
   27.03703704    0.02302823
   27.07707708    0.02283126
   27.11711712    0.02261664
   27.15715716    0.02238580
   27.19719720    0.02214047
   27.23723724    0.02188265
   27.27727728    0.02161453
   27.31731732    0.02133844
   27.35735736    0.02105683
   27.39739740    0.02077224
   27.43743744    0.02048723
   27.47747748    0.02020445
   27.51751752    0.01992652
   27.55755756    0.01965605
   27.59759760    0.01939560
   27.63763764    0.01914761
   27.67767768    0.01891442
   27.71771772    0.01869818
   27.75775776    0.01850085
   27.79779780    0.01832421
   27.83783784    0.01816980
   27.87787788    0.01803894
   27.91791792    0.01793273
   27.95795796    0.01785205
   27.99799800    0.01779753
   28.03803804    0.01776963
   28.07807808    0.01776852
   28.11811812    0.01779415
   28.15815816    0.01784622
   28.19819820    0.01792409
   28.23823824    0.01802682
   28.27827828    0.01815304
   28.31831832    0.01830099
   28.35835836    0.01846839
   28.39839840    0.01865241
   28.43843844    0.01884965
   28.47847848    0.01905612
   28.51851852    0.01926720
   28.55855856    0.01947773
   28.59859860    0.01968207
   28.63863864    0.01987424
   28.67867868    0.02004815
   28.71871872    0.02019779
   28.75875876    0.02031754
   28.79879880    0.02040243
   28.83883884    0.02044846
   28.87887888    0.02045281
   28.91891892    0.02041401
   28.95895896    0.02033205
   28.99899900    0.02020834
   29.03903904    0.02004563
   29.07907908    0.01984781
   29.11911912    0.01961964
   29.15915916    0.01936654
   29.19919920    0.01909420
   29.23923924    0.01880843
   29.27927928    0.01851482
   29.31931932    0.01821863
   29.35935936    0.01792461
   29.39939940    0.01763689
   29.43943944    0.01735900
   29.47947948    0.01709377
   29.51951952    0.01684340
   29.55955956    0.01660947
   29.59959960    0.01639299
   29.63963964    0.01619445
   29.67967968    0.01601387
   29.71971972    0.01585089
   29.75975976    0.01570482
   29.79979980    0.01557469
   29.83983984    0.01545934
   29.87987988    0.01535749
   29.91991992    0.01526780
   29.95995996    0.01518893
   30.00000000    0.01511960
