# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
   11.47147147    0.07352235
   11.52152152    0.07124383
   11.57157157    0.06908080
   11.62162162    0.06703824
   11.67167167    0.06511963
   11.72172172    0.06332701
   11.77177177    0.06166109
   11.82182182    0.06012152
   11.87187187    0.05870716
   11.92192192    0.05741632
   11.97197197    0.05624701
   12.02202202    0.05519712
   12.07207207    0.05426461
   12.12212212    0.05344763
   12.17217217    0.05274461
   12.22222222    0.05215433
   12.27227227    0.05167598
   12.32232232    0.05130914
   12.37237237    0.05105381
   12.42242242    0.05091032
   12.47247247    0.05087930
   12.52252252    0.05096156
   12.57257257    0.05115793
   12.62262262    0.05146911
   12.67267267    0.05189532
   12.72272272    0.05243603
   12.77277277    0.05308956
   12.82282282    0.05385250
   12.87287287    0.05471923
   12.92292292    0.05568123
   12.97297297    0.05672645
   13.02302302    0.05783870
   13.07307307    0.05899720
   13.12312312    0.06017633
   13.17317317    0.06134583
   13.22322322    0.06247146
   13.27327327    0.06351624
   13.32332332    0.06444228
   13.37337337    0.06521304
   13.42342342    0.06579589
   13.47347347    0.06616456
   13.52352352    0.06630122
   13.57357357    0.06619798
   13.62362362    0.06585738
   13.67367367    0.06529216
   13.72372372    0.06452410
   13.77377377    0.06358216
   13.82382382    0.06250034
   13.87387387    0.06131526
   13.92392392    0.06006389
   13.97397397    0.05878155
   14.02402402    0.05750041
   14.07407407    0.05624837
   14.12412412    0.05504849
   14.17417417    0.05391881
   14.22422422    0.05287243
   14.27427427    0.05191787
   14.32432432    0.05105950
   14.37437437    0.05029810
   14.42442442    0.04963139
   14.47447447    0.04905466
   14.52452452    0.04856143
   14.57457457    0.04814407
   14.62462462    0.04779455
   14.67467467    0.04750513
   14.72472472    0.04726906
   14.77477477    0.04708105
   14.82482482    0.04693773
   14.87487487    0.04683768
   14.92492492    0.04678139
   14.97497497    0.04677078
   15.02502503    0.04680871
   15.07507508    0.04689829
   15.12512513    0.04704215
   15.17517518    0.04724182
   15.22522523    0.04749714
   15.27527528    0.04780589
   15.32532533    0.04816352
   15.37537538    0.04856314
   15.42542543    0.04899565
   15.47547548    0.04945019
   15.52552553    0.04991471
   15.57557558    0.05037674
   15.62562563    0.05082431
   15.67567568    0.05124683
   15.72572573    0.05163589
   15.77577578    0.05198577
   15.82582583    0.05229375
   15.87587588    0.05255998
   15.92592593    0.05278705
   15.97597598    0.05297935
   16.02602603    0.05314231
   16.07607608    0.05328166
   16.12612613    0.05340283
   16.17617618    0.05351053
   16.22622623    0.05360862
   16.27627628    0.05370016
   16.32632633    0.05378764
   16.37637638    0.05387335
   16.42642643    0.05395979
   16.47647648    0.05405000
   16.52652653    0.05414783
   16.57657658    0.05425811
   16.62662663    0.05438659
   16.67667668    0.05453987
   16.72672673    0.05472508
   16.77677678    0.05494961
   16.82682683    0.05522073
   16.87687688    0.05554523
   16.92692693    0.05592911
   16.97697698    0.05637724
   17.02702703    0.05689324
   17.07707708    0.05747923
   17.12712713    0.05813577
   17.17717718    0.05886188
   17.22722723    0.05965500
   17.27727728    0.06051110
   17.32732733    0.06142477
   17.37737738    0.06238937
   17.42742743    0.06339717
   17.47747748    0.06443955
   17.52752753    0.06550715
   17.57757758    0.06659008
   17.62762763    0.06767818
   17.67767768    0.06876125
   17.72772773    0.06982933
   17.77777778    0.07087306
   17.82782783    0.07188403
   17.87787788    0.07285516
   17.92792793    0.07378112
   17.97797798    0.07465865
   18.02802803    0.07548693
   18.07807808    0.07626778
   18.12812813    0.07700582
   18.17817818    0.07770847
   18.22822823    0.07838585
   18.27827828    0.07905057
   18.32832833    0.07971740
   18.37837838    0.08040287
   18.42842843    0.08112477
   18.47847848    0.08190163
   18.52852853    0.08275218
   18.57857858    0.08369473
   18.62862863    0.08474663
   18.67867868    0.08592365
   18.72872873    0.08723939
   18.77877878    0.08870463
   18.82882883    0.09032673
   18.87887888    0.09210891
   18.92892893    0.09404954
   18.97897898    0.09614139
   19.02902903    0.09837083
   19.07907908    0.10071708
   19.12912913    0.10315151
   19.17917918    0.10563713
   19.22922923    0.10812842
   19.27927928    0.11057160
   19.32932933    0.11290567
   19.37937938    0.11506425
   19.42942943    0.11697845
   19.47947948    0.11858075
   19.52952953    0.11980961
   19.57957958    0.12061447
   19.62962963    0.12096048
   19.67967968    0.12083225
   19.72972973    0.12023595
   19.77977978    0.11919939
   19.82982983    0.11776997
   19.87987988    0.11601083
   19.92992993    0.11399586
   19.97997998    0.11180423
   20.03003003    0.10951533
   20.08008008    0.10720441
   20.13013013    0.10493939
   20.18018018    0.10277888
   20.23023023    0.10077114
   20.28028028    0.09895386
   20.33033033    0.09735453
   20.38038038    0.09599104
   20.43043043    0.09487238
   20.48048048    0.09399929
   20.53053053    0.09336486
   20.58058058    0.09295488
   20.63063063    0.09274827
   20.68068068    0.09271740
   20.73073073    0.09282856
   20.78078078    0.09304281
   20.83083083    0.09331703
   20.88088088    0.09360565
   20.93093093    0.09386269
   20.98098098    0.09404431
   21.03103103    0.09411141
   21.08108108    0.09403214
   21.13113113    0.09378384
   21.18118118    0.09335421
   21.23123123    0.09274149
   21.28128128    0.09195349
   21.33133133    0.09100591
   21.38138138    0.08992005
   21.43143143    0.08872026
   21.48148148    0.08743166
   21.53153153    0.08607828
   21.58158158    0.08468173
   21.63163163    0.08326056
   21.68168168    0.08183027
   21.73173173    0.08040363
   21.78178178    0.07899145
   21.83183183    0.07760333
   21.88188188    0.07624844
   21.93193193    0.07493612
   21.98198198    0.07367621
   22.03203203    0.07247911
   22.08208208    0.07135571
   22.13213213    0.07031701
   22.18218218    0.06937374
   22.23223223    0.06853592
   22.28228228    0.06781245
   22.33233233    0.06721076
   22.38238238    0.06673648
   22.43243243    0.06639327
   22.48248248    0.06618256
   22.53253253    0.06610345
   22.58258258    0.06615253
   22.63263263    0.06632373
   22.68268268    0.06660829
   22.73273273    0.06699464
   22.78278278    0.06746850
   22.83283283    0.06801312
   22.88288288    0.06860963
   22.93293293    0.06923781
   22.98298298    0.06987696
   23.03303303    0.07050712
   23.08308308    0.07111042
   23.13313313    0.07167246
   23.18318318    0.07218353
   23.23323323    0.07263954
   23.28328328    0.07304246
   23.33333333    0.07340028
   23.38338338    0.07372637
   23.43343343    0.07403844
   23.48348348    0.07435724
   23.53353353    0.07470511
   23.58358358    0.07510463
   23.63363363    0.07557742
   23.68368368    0.07614312
   23.73373373    0.07681875
   23.78378378    0.07761815
   23.83383383    0.07855166
   23.88388388    0.07962593
   23.93393393    0.08084376
   23.98398398    0.08220401
