# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   3
# Energy (eV)   sigma
   29.68968969    0.01490613
   29.73973974    0.01489183
   29.78978979    0.01487022
   29.83983984    0.01484175
   29.88988989    0.01480682
   29.93993994    0.01476583
   29.98998999    0.01471933
   30.04004004    0.01466806
   30.09009009    0.01461305
   30.14014014    0.01455564
   30.19019019    0.01449742
   30.24024024    0.01444024
   30.29029029    0.01438604
   30.34034034    0.01433673
   30.39039039    0.01429405
   30.44044044    0.01425943
   30.49049049    0.01423388
   30.54054054    0.01421791
   30.59059059    0.01421147
   30.64064064    0.01421396
   30.69069069    0.01422422
   30.74074074    0.01424062
   30.79079079    0.01426117
   30.84084084    0.01428364
   30.89089089    0.01430574
   30.94094094    0.01432534
   30.99099099    0.01434065
   31.04104104    0.01435040
   31.09109109    0.01435394
   31.14114114    0.01435131
   31.19119119    0.01434327
   31.24124124    0.01433112
   31.29129129    0.01431672
   31.34134134    0.01430221
   31.39139139    0.01428999
   31.44144144    0.01428249
   31.49149149    0.01428211
   31.54154154    0.01429114
   31.59159159    0.01431162
   31.64164164    0.01434531
   31.69169169    0.01439359
   31.74174174    0.01445736
   31.79179179    0.01453704
   31.84184184    0.01463247
   31.89189189    0.01474294
   31.94194194    0.01486717
   31.99199199    0.01500339
   32.04204204    0.01514940
   32.09209209    0.01530265
   32.14214214    0.01546038
   32.19219219    0.01561970
   32.24224224    0.01577782
   32.29229229    0.01593221
   32.34234234    0.01608084
   32.39239239    0.01622237
   32.44244244    0.01635640
   32.49249249    0.01648356
   32.54254254    0.01660555
   32.59259259    0.01672501
   32.64264264    0.01684533
   32.69269269    0.01697034
   32.74274274    0.01710398
   32.79279279    0.01724999
   32.84284284    0.01741163
   32.89289289    0.01759146
   32.94294294    0.01779125
   32.99299299    0.01801190
   33.04304304    0.01825347
   33.09309309    0.01851524
   33.14314314    0.01879578
   33.19319319    0.01909309
   33.24324324    0.01940464
   33.29329329    0.01972748
   33.34334334    0.02005825
   33.39339339    0.02039322
   33.44344344    0.02072821
   33.49349349    0.02105868
   33.54354354    0.02137967
   33.59359359    0.02168598
   33.64364364    0.02197230
   33.69369369    0.02223352
   33.74374374    0.02246504
   33.79379379    0.02266316
   33.84384384    0.02282541
   33.89389389    0.02295082
   33.94394394    0.02304004
   33.99399399    0.02309538
   34.04404404    0.02312058
   34.09409409    0.02312059
   34.14414414    0.02310125
   34.19419419    0.02306888
