Energy,Intensity
525.3271028037383,1093.75
525.4392523364486,1081.25
525.4766355140187,1075.0
525.5140186915888,1068.75
525.5514018691589,1056.25
525.588785046729,1068.75
525.7757009345794,1006.25
525.8130841121496,1000.0
525.8504672897196,993.75
525.8878504672897,987.5
525.9252336448598,987.5
525.9626168224299,993.75
526.0,1000.0
526.0373831775701,1006.25
526.0747663551402,1018.75
526.1121495327103,1018.75
526.1495327102804,1018.75
526.1869158878504,1025.0
526.2242990654206,1031.25
526.2616822429907,1031.25
526.2990654205607,1018.75
526.3364485981308,1006.25
526.373831775701,1000.0
526.411214953271,987.5
526.4485981308411,968.75
526.4859813084112,956.25
526.5233644859813,943.75
526.5607476635514,937.5
526.5981308411215,943.75
526.6355140186915,950.0
526.6728971962617,956.25
526.7102803738318,962.5
526.7476635514018,962.5
526.7850467289719,993.75
526.8224299065421,987.5
527.0467289719626,1081.25
527.0841121495328,1118.75
527.1214953271028,1125.0
527.1588785046729,1137.5
527.196261682243,1137.5
527.2336448598131,1131.25
527.2710280373832,1106.25
527.3084112149533,1081.25
527.3457943925233,1056.25
527.3831775700935,1037.5
527.4205607476636,1012.5
527.7943925233645,887.5
527.8317757009346,881.25
527.8691588785047,887.5
527.9065420560747,868.75
527.9439252336449,850.0
527.981308411215,825.0
528.018691588785,800.0
528.0560747663551,781.25
528.0934579439253,762.5
528.1308411214953,743.75
528.1682242990654,737.5
528.2056074766355,743.75
528.2429906542056,768.75
528.2803738317757,787.5
528.3177570093458,793.75
528.3551401869158,800.0
528.392523364486,793.75
528.4299065420561,775.0
528.4672897196261,756.25
528.5046728971963,743.75
528.5420560747664,731.25
528.5794392523364,731.25
528.6168224299065,743.75
528.6542056074767,756.25
528.6915887850467,768.75
528.7289719626168,787.5
528.7663551401869,793.75
528.803738317757,818.75
528.8411214953271,831.25
528.8785046728972,843.75
528.9158878504672,850.0
528.9532710280374,862.5
528.9906542056075,875.0
529.0654205607476,950.0
529.1028037383178,968.75
529.1401869158879,981.25
529.1775700934579,1000.0
529.2149532710281,1018.75
529.2523364485982,1025.0
529.2897196261682,1037.5
529.3271028037383,1056.25
529.3644859813085,1056.25
529.4018691588785,1068.75
529.4392523364486,1093.75
529.4766355140187,1118.75
529.5140186915888,1143.75
529.5514018691589,1181.25
529.588785046729,1212.5
529.626168224299,1243.75
529.6635514018692,1275.0
529.7009345794393,1300.0
529.7383177570093,1337.5
529.7757009345794,1368.75
529.8130841121496,1418.75
529.8504672897196,1462.5
529.8878504672897,1518.75
529.9252336448598,1593.75
529.9626168224299,1675.0
530.0,1775.0
530.0373831775701,1881.25
530.0747663551402,1981.25
530.1121495327103,2106.25
530.1495327102804,2218.75
530.1869158878504,2337.5
530.2242990654206,2487.5
530.2616822429907,2593.75
530.2990654205607,2681.25
530.3364485981308,2868.75
530.373831775701,3018.75
530.411214953271,3043.75
530.4485981308411,3137.5
530.4859813084112,3362.5
530.5233644859813,3462.5
530.5607476635514,3475.0
530.5981308411215,3537.5
530.6355140186915,3600.0
530.6728971962617,3900.0
530.7102803738318,3937.5
530.7476635514018,4012.5
530.7850467289719,4018.75
530.8224299065421,4087.5
530.8598130841121,4300.0
530.8971962616822,4356.25
530.9345794392524,4387.5
530.9719626168225,4506.25
531.0093457943925,4568.75
531.0467289719626,4593.75
531.0841121495328,4631.25
531.1214953271028,4662.5
531.1588785046729,4687.5
531.196261682243,4706.25
531.2336448598131,4700.0
531.2710280373832,4687.5
531.3084112149533,4668.75
531.3457943925233,4643.75
531.3831775700935,4650.0
531.4953271028037,4375.0
531.5327102803739,4356.25
531.5700934579439,4325.0
531.607476635514,4237.5
531.6448598130842,4150.0
531.6822429906542,4062.5
531.7196261682243,3968.75
531.7570093457944,3881.25
531.7943925233645,3756.25
531.8317757009346,3650.0
531.8691588785047,3543.75
531.9065420560747,3431.25
531.9439252336449,3337.5
531.981308411215,3250.0
532.018691588785,3175.0
532.0560747663551,3100.0
532.0934579439253,3025.0
532.1308411214953,2962.5
532.1682242990654,2887.5
532.2056074766355,2843.75
532.2429906542056,2800.0
532.2803738317757,2756.25
532.3177570093458,2712.5
532.3551401869158,2668.75
532.392523364486,2637.5
532.4299065420561,2612.5
532.4672897196261,2593.75
532.5046728971963,2568.75
532.5420560747664,2550.0
532.5794392523364,2543.75
532.6168224299065,2537.5
532.6542056074767,2531.25
532.6915887850467,2531.25
532.7289719626168,2537.5
532.7663551401869,2550.0
532.803738317757,2556.25
532.8411214953271,2562.5
532.8785046728972,2575.0
532.9158878504672,2593.75
532.9532710280374,2618.75
532.9906542056075,2637.5
533.0280373831775,2668.75
533.0654205607476,2700.0
533.1028037383178,2737.5
533.1401869158879,2775.0
533.1775700934579,2818.75
533.2149532710281,2856.25
533.2523364485982,2893.75
533.2897196261682,2937.5
533.3271028037383,2968.75
533.3644859813085,3000.0
533.4018691588785,3031.25
533.4392523364486,3068.75
533.4766355140187,3106.25
