Energy,Intensity
450.76635514018693,793.75
451.3146417445483,831.25
451.33956386292834,837.5
451.3644859813084,837.5
451.3894080996885,837.5
451.4143302180685,843.75
451.5140186915888,812.5
451.53894080996884,818.75
451.5638629283489,825.0
451.588785046729,825.0
451.613707165109,825.0
451.6386292834891,818.75
451.66355140186914,818.75
451.7383177570093,818.75
451.76323987538944,818.75
451.7881619937695,818.75
451.8130841121495,818.75
451.8380062305296,818.75
451.8629283489097,818.75
451.98753894081,818.75
452.01246105919,818.75
452.03738317757006,818.75
452.0623052959502,818.75
452.08722741433024,812.5
452.1619937694704,818.75
452.1869158878505,818.75
452.2118380062305,818.75
452.23676012461056,818.75
452.2616822429907,818.75
452.28660436137073,818.75
452.31152647975074,812.5
452.8847352024922,806.25
452.9096573208723,812.5
452.93457943925233,812.5
452.9595015576324,818.75
453.0841121495327,818.75
453.1090342679128,818.75
453.1339563862928,818.75
453.1588785046729,818.75
453.18380062305295,818.75
453.2834890965732,856.25
453.3084112149533,856.25
453.3333333333333,856.25
453.3582554517134,856.25
453.3831775700935,856.25
453.40809968847356,862.5
453.5077881619938,856.25
453.5327102803738,856.25
453.55763239875387,856.25
453.582554517134,856.25
453.60747663551405,856.25
453.63239875389405,850.0
453.7071651090343,843.75
453.7320872274143,843.75
453.75700934579436,843.75
453.7819314641745,843.75
453.80685358255454,843.75
453.83177570093454,843.75
453.9314641744548,831.25
453.9563862928349,837.5
453.98130841121497,837.5
454.00623052959503,837.5
454.03115264797503,837.5
454.05607476635515,831.25
454.0809968847352,837.5
454.2305295950155,856.25
454.25545171339564,856.25
454.38006230529595,918.75
454.404984423676,925.0
454.42990654205613,918.75
454.45482866043614,918.75
454.4797507788162,931.25
454.6043613707165,981.25
454.6292834890966,981.25
454.6542056074766,981.25
454.6791277258567,981.25
454.70404984423675,987.5
454.72897196261687,993.75
454.8286604361371,1006.25
454.8535825545171,1006.25
454.8785046728972,1018.75
454.90342679127724,1025.0
454.92834890965736,1031.25
454.95327102803736,1031.25
455.0280373831776,1081.25
455.0529595015576,1087.5
455.07788161993767,1075.0
455.1028037383178,1068.75
455.1775700934579,1206.25
455.20249221183803,1206.25
455.2274143302181,1212.5
455.2523364485981,1212.5
455.35202492211835,1287.5
455.3769470404984,1293.75
455.4018691588785,1300.0
455.4267912772586,1300.0
455.4517133956386,1300.0
455.4766355140187,1293.75
455.5015576323988,1293.75
